title,artist,year,genre,composer,file_path,Artista encontrado,Titulo encontrado,Numero de coincidencias,Hay coincidencia preferida,No hay coincidencia preferida,Coincidencia perfecta
Recuerdo Osvaldo Pugliese,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\PUGLIESE       Recuerdo OSVALDO PUGLIESE.mp3,True,True,5,False,True,False
Seguime si podés,Osvaldo Pugliese,1953-10-06,tango,Musica: Alejandro Scarpino y Juan Caldarella - Letra: Antonio Anselmi,D:\Dropbox\TDJ\MUSICA\Edmundo\Pugliese\Osvaldo Pugliese - Seguime si podés.flac,False,False,1,False,False,True
Senda De Amor 1961- Laur Y Mazzea,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1961- Todas sus grabaciones\08-Osvaldo Pugliese Jorge Maciel Senda De Amor 1961- Laur y Mazzea.mp3,True,True,1,False,True,False
Si Se Calla El Cantor- De Horacio Guarany,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1970 - 1972 - Todas sus grabaciones\13-1972 - osvaldo pugliese & abel cordoba - si se calla el cantor- de horacio guarany.mp3,True,True,1,False,True,False
Si Yo Pudiera Olvidarla- De Tarantino Y Palacios - 1954,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1953 - 1954 - Todas sus grabaciones\23-osvaldo pugliese & jorge maciel - si yo pudiera olvidarla- de Tarantino y Palacios - 1954.mp3,True,True,1,False,True,False
Suerte Loca- De Aieta Y Garcia Jimenez,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1984 - 1985 - 1986\19-1986 - osvaldo pugliese - suerte loca- de aieta y garcia jimenez.mp3,True,True,1,False,True,False
Sur- De Troilo Y Manzi - 1976,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese 1973-1974-1976\15-osvaldo pugliese & abel cordoba - sur- de troilo y manzi - 1976.mp3,True,True,2,False,True,False
Tengo calle,Osvaldo Pugliese,1980-06-03,tango,Musica: ? - Letra: ?,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese 1977-1978-1979-1980\15-1980 - osvaldo pugliese - tengo calle- instrumental de silvio pucci.mp3,False,False,1,False,False,True
Tierra Querida  -  Pugli  -  Odeón 7665 - 06-07-1944 - Lado B,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\- PUGLI  -  Instru\PUGLIESE\Osvaldo Pugliese-Tierra Querida  -  Pugli  -  Odeón 7665 - 06-07-1944 - Lado B.mp3,True,True,1,False,True,False
Tormento- De Charlo Y Amadori - 1972,Osvaldo Pugliese,,tango,,D:\Dropbox\TDJ\MUSICA\Osvaldo LA YUMBA\- PUGLIESE\Kiko pugli\Osvaldo Pugliese - 1970 - 1972 - Todas sus grabaciones\12-osvaldo pugliese & abel cordoba - tormento- de charlo y amadori - 1972.mp3,True,True,6,False,True,False
