 BPM, POPULARITY,AUTHOR,AUTHOR (2),COMPOSER,DATE,DIRECTOR,LYRICS,ORCHESTRA,SINGER,SOLOIST,TITLE,URL
,,Francisco Oyarzábal,,Enrique Delfino,1957-04-17,,"Lucecitas de mi pueblo
Que contemplo desde el tren,
Con qué pena yo las miro
Cómo se alejan, ya ni se ven.
Allí dejo a mi viejita
Y un juramento
De noviecita.
Lucecitas de mi pueblo
Algún día he de volver.

Lucecitas de mi pueblo
Que alumbraron mi niñez,
Y en mis noches provincianas
Ya tan lejanas
Tanto miré.
Estrellitas compañeras
De mis insomnios,
De mis quimeras.
Lucecitas de mi pueblo
De aquel pueblo que dejé.

Desde aquella noche en que perdióse tu visión
Pasaron muchos, muchos años,
Hoy las cicatrices de mi pobre corazón
Te dicen de mis desengaños...
Y la ciudad envenenó la esperanza
De mi loca juventud.
Hoy, pueblito amigo, vuelvo a ti con emoción
Alcanzo a divisar tu luz...

Farolitos de mi pueblo
Que en la noche veo brillar,
Racimito de reflejos
Que allá, a lo lejos
Me hablan de paz...
Pasaré toda mi vida
Entre tus viejas
Luces queridas.
Lucecitas de mi pueblo
Que no volveré a dejar.",LOS REYES DEL COMPAS,Alberto Paz,,Lucecitas de mi pueblo (TANGO),https://www.el-recodo.com/music?id=10053&lang=en
,,Ricardo Podestá,,Pablo Vázquez,1956-09-12,,"En los anchos de montes frondosos
do la vida pasara el paisano,
vaga sola en el suelo pampeano
una loca con lánguida faz;
esta loca que en tiempos pasados
habitara en las horas de amores
hoy esparce sus tiernos clamores
en la Pampa que duerme en la paz.

Esa gentil escultura
que a la virgen fue copiada,
hoy ya se encuentra bañada
por un profundo dolor;
la magnánima dulzura
de su voz, casi no suena
y al sonar pinta la pena
que le ha causado el amor.

A los rayos del sol que iluminan
el sendero que va atravesando
con su llanto lo va tapizando
que en torrentes le brota al llorar,
el cabello, en los hombros reposa,
de la boca, color rubicela
y es su talle gentil de gacela
lo sublime que deja extasiar.

Llámase Lola, la loca
del paisano condolida
y en el pago conocida
por una “loca de amor”
a Marcelo le quería,
pero la patria adorada
lo llamó cuando ultrajada
se vio por el invasor.

Hace un año que el grito de guerra
a la tumba a Marcelo ha llevado
y de herencia en el mundo ha dejado
a la niña que loca volvió.
Pobre Lola, que tierna adoraba
sus primeros ardientes amores,
que son lacios los bellos fulgores
que el amor en su pecho dejó.

Un día que la locura
a su extremo había llegado,
Lola se había abrazado
la corona con ardor;
pero al abrazo tan fuerte
se la vio que se extinguía,
quedando en la tumba fría
muerta la Loca de amor.",LOS REYES DEL COMPAS,Instrumental,,Loca de amor (VALS),https://www.el-recodo.com/music?id=10054&lang=en
,,,,,1956-07-18,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",LOS REYES DEL COMPAS,Raúl Fontana,,Afanancio (TANGO),https://www.el-recodo.com/music?id=10055&lang=en
,,Norberto Canosa,,Eusebio Severo Giorno,1957-04-17,,"Quise tanto adorarte
Con toda mi pasión,
Para después llevarte
En mi corazón
Con tu mirar me diste
Una ilusión,
Para dejarme luego
Un hondo dolor.

Si alguna vez la suerte
Me hiciera ver,
Los brazos de la muerte
Sería un placer.
Porque vivir no puedo
Más sin tu mirar,
Que antes morir prefiero
Que no hoy penar.

Con tu mirar también
Se fue toda mi dicha,
Todo mi bien
Y mi querer.
Después sufrí
Un gran dolor,
Pues conociera
Tu fingido amor.

No sé cómo olvidarte
Si tanto te amé,
Quise aprender a odiarte
Pero en vano fue.
No sé qué había en tus ojos
Que con tu mirar,
Robaste a mi vida
La felicidad.

En ti vivo pensando
A pesar del mal,
Que me han hecho tus ojos
Con aquel mirar.
Y albergando en mi alma
Vana ilusión,
Te llevaré constante
En mi corazón.

Soñé un Edén
Lleno de amor,
Dicha, placer
Y una pasión
Ardiente y fiel.
La realidad
Trajo dolor,
Y al recordarte
Me pongo a llorar
Loco de amor.",LOS REYES DEL COMPAS,Alberto Paz,,Con tu mirar (VALS),https://www.el-recodo.com/music?id=10056&lang=en
,,Celedonio Flores,,Samuel Castriota,1955-10-19,,"Hoy que triunfás, en tu vida se ha elevado
dominador y prepotente,
y fue el amor el que causó la corriente
de tu vivir desordenado,
quisiera creer en la verdad de tu resurgimiento
y que el amor te elevará, sólo para tu bien.

Pero dicen que estás triste,
que te han visto condolida
que la orgía y el placer
te incitan a volver de nuevo a aquel lugar,
donde el arrullo de un tango arrabalero,
te dice traicionero una pasión fingida,
mientras se escucha que dulce e insinuante
un bacán elegante te miente su querer.

Así pasás y naciste para el cielo
te debes dar por derrotada.
Como al final se convierte en correntada,
el arroyito manso y bueno.
Tu río al fin encontrarás, dulce y cariñosa,
en tus brazos con emoción, ¡pobre!, se entregará.

Y al final de la jornada,
cara a cara con la vida,
consultando al corazón
verás que la ilusión solita te dejó.
Y del pasado borroso y penitente
te dejará la gente una íntima congoja,
que en una lágrima amarga y delatora
te llevará a cada hora trozos del corazón...",LOS REYES DEL COMPAS,Instrumental,,El arroyito (TANGO),https://www.el-recodo.com/music?id=10057&lang=en
,,Alberto Laureano Martínez,,Aníbal Troilo,1962-02-09,,"En la calle de la pena
Puse mi cariño en venta,
Pero nadie lo quería,..
Pero nadie lo quería... ¡Ay!
Porque ya tuvo otra dueña
Pero nadie lo quería... ¡Ay!
Porque ya tuvo otra dueña.

Yo no duermo de cansado
Si no, por estar contigo,
Y cada vez que te sueño
Y cada vez que te sueño... ¡Ay!
Es otra vida que vivo.
Y cada vez que te sueño... ¡Ay!
Es otra vida que vivo.

Anoche tiré mi vida
A un pozo de muerte ausente,
Vení a cerrarme los ojos
Vení a cerrarme los ojos... ¡Ay!
Que se murieron por verte.
Vení a cerrarme los ojos... ¡Ay!
Que se murieron por verte.

Mi vida no vale nada
Y mucho menos mi muerte,
Mi vida vale contigo
Mi vida vale contigo... ¡Ay!
Y mi muerte es no tenerte.
Mi vida vale contigo... ¡Ay!
Y mi muerte es no tenerte.
Mi vida vale contigo... ¡Ay!
Y mi muerte... es no tenerte...",Anibal TROILO,Roberto Goyeneche y Elba Berón,,Coplas (TANGO),https://www.el-recodo.com/music?id=10058&lang=en
,,Cátulo Castillo,,Aníbal Troilo,1962-02-09,,"Si el mundo revirao
-golpeándote-
te tira pa' un costao
de la pared...

Si el vento es un suspiro
y el día tres
ya se piantó de yiro
y queda el mes...

Si al fuego de la fragua
todo fue,
y el jugo de paragua
hoy es café...

Servime de testigo:
¡tené fé!...
gritá, gritá conmigo,
viejo ¿y a mí, qué...?

Y pensar que allá en la rama
con mano mansa
me criaste, mama...
¡Pobre mama..! En la balanza
fui, justo, un drama
pa' tu esperanza...

¡Un fracasao...!
¡El careta...!
¡La perdición...!

El que apostó en la mosqueta
su corazón...

Pero ya ves, sos mi Dios.
Juntito a vos, yo no sé
más que gritar: ""¿Y a mí qué?""

Si todo ya está usao:
la yerba, el té...
y el dato que todo han dao
de mala fe...

Si aquella pobre grela
no da más
y hoy banca su quiniela
el Juez de Paz...

Si el Santo de la historia
es un ladrón
y alterna el Zanagoria
con Napoleón.

No se te importa un higo
-Daguelé-
Gritá conmigo:
Mama... ¿A mí qué?",Anibal TROILO,Elba Berón,,Y a mi qué (TANGO),https://www.el-recodo.com/music?id=10059&lang=en
,,Cátulo Castillo,,Aníbal Troilo,1962-02-09,,"Estás desorientado y no sabés
qué 'trole' hay que tomar para seguir.
Y en este desencuentro con la fe
querés cruzar el mar y no podés.
La araña que salvaste te picó
-¡qué vas a hacer!-
y el hombre que ayudaste te hizo mal
-¡dale nomás!-
Y todo el carnaval
gritando pisoteó
la mano fraternal
que Dios te dio.

¡Qué desencuentro!
¡Si hasta Dios está lejano!
Llorás por dentro,
todo es cuento, todo es vil.

En el corso a contramano
un grupí trampeó a Jesús...
No te fíes ni de tu hermano,
se te cuelgan de la cruz...

Quisiste con ternura, y el amor
te devoró de atrás hasta el riñón.
Se rieron de tu abrazo y ahí nomás
te hundieron con rencor todo el arpón

Amargo desencuentro, porque ves
que es al revés...
Creiste en la honradez
y en la moral...
¡qué estupidez!

Por eso en tu total
fracaso de vivir,
ni el tiro del final
te va a salir.",Anibal TROILO,Elba Berón,,Desencuentro (TANGO),https://www.el-recodo.com/music?id=10060&lang=en
,,Enrique Uzal,,Adolfo Berón,1962-02-09,,"Disculpen si me presento
Así nomás, como quiera,
Vide abierta la tranquera
Y entré al sentir movimiento.
Me dije: “Pasá un momento”
Y aquí estoy, si no molesto,
Yo soy un hombre modesto
Sin ningunas pretensiones,
Aunque en ciertas ocasiones
Me gusta jugarme el resto...

Porque ande me ven ustedes
Como abolladura ´e jarro,
Llevo chapaleao más barro
Que revoque en las paredes.
Me he visto en tantos enredes
Que hasta de puro goloso,
Me he vuelto un poco mimoso
Pa´ tratarme a la mujer,
Ventajas que da el querer
Cuando el crestiano es güen mozo...

Suelo hacerme el distraído
Tan sólo pa´ acomodarme,
Mas, si pretenden manearme
No me han de agarrar dormido.
Me alargo como un chiflido
Pa´ cuerpear cualquier apuro,
Por eso siempre procuro
Ir derecho por el surco,
Yo soy como tranco ´e turco
“Cortito, pero seguro”...

Y he terminao, que el destino
No deje de protejerme,
Será, pues, hasta más verlos
Me está esperando el camino.
Si por un caso el destino
Me trae por esta vera,
Junto al poste ´e la tranquera
Volveré a atar mi caballo,
Es un decir y me callo
Y que sea hasta que Dios quiera...",Anibal TROILO,Elba Berón,,Cachirliando (MILONGA),https://www.el-recodo.com/music?id=10061&lang=en
,,Federico Silva,,Armando Pontier,1968-12-11,,"Como se entrega la lluvia de verano
a la tierra dura,
que madura el sol...
así te diste tú.
Y yo... tuve la suerte de encontrarte
como el viento a la vela... en una calma.
Supe cuando te vi que eras mi vida
llegando tarde, pero al fin... llegando.
Y en tu tiempo de notas repetidas
cantamos juntos la canción eterna.

La ciudad hizo un trío de romance
y ubicó los lugares de la acción:

Corrientes y Florida, los carritos,
la esquina de Entre Ríos y Pavón...
Lo nuestro fue tremendo pero breve:
un verso que el poeta no acabó.

La ciudad tiene prisa y nunca duerme...
¡porque lleva el adiós junto al amor!",Anibal TROILO,Roberto Goyeneche,,Romance de la ciudad (TANGO),https://www.el-recodo.com/music?id=10062&lang=en
,,Federico Silva,,Armando Pontier,1968-12-04,,"Señorita María,
necesité más años
de los que yo querría
para entender la vida;
que mano, risa y llanto
son palabras amigas,
igual que su ternura,
señorita María.

Señorita María
le confieso de lejos,
yo era el que ponía
papeles en la tinta.
Y yo siempre la quise
y la sigo queriendo,
la quiero todavía
y la sigo queriendo,
señorita María.

Y los chicos que crecen,
van todos a la escuela
y nacen al asombro
descubriendo maestras
de mano, risa y llanto
que se llaman María.
Y tan simples, tan puras,
tan de todos... Tan mía.",Anibal TROILO,Roberto Goyeneche,,Señorita María (VALS),https://www.el-recodo.com/music?id=10063&lang=en
,,Federico Silva,,Armando Pontier,1968-11-28,,"Un cielo de cometas
me espera en el baldío
para dejarlo chanta
al viejo corazón.
Y un mundo de bolitas
perdido en la distancia
me trajo la nostalgia,
por eso pienso en vos.

¡Me cache en die! Qué pena
no andar por tus neblinas,
no contar tus estrellas,
estar lejos... sobón.
Y relojear las cosas
desde un departamento
que tiene olor a nuevo...
¡Pero no corazón!

Después, a la sordina,
jadeando los repechos.
Los quietos valsecitos
serán un celofán.
Y aprenderé a quererte
tan solo de memoria
para trampear los años
que ya no volverán

Y entonces, despacito,
tan dueño del paisaje,
me puedo ya morir.",Anibal TROILO,Roberto Goyeneche,,Cielo de cometas (TANGO),https://www.el-recodo.com/music?id=10064&lang=en
,,Federico Silva,,Armando Pontier,1968-11-28,,"(recitado)
Juntos... Buenos Aires, vos y yo
fuimos un río sin desvío ni final.
Estremecidos de mercurio y rascacielos,
hartos ya de candilejas y parlantes,
del papel pintado y del abrazo falso,
asombrados de crecer y de vivir...

(canto)
Tuvimos, sí, nuestra canción,
pequeña y frágil...
y violenta pero dura y frágil
y tan viva... y nuestra
y de este tiempo... de ahora.
Asfalto y amor sesenta y ocho
latiendo sobre el Maldonado
y su estirado mito de cuchillos.
Un tiempo de blue-jean
y guiñadas verdirrojas.
Un tiempo de los dos,
tuyo y mío... nada más.
Los años del sesenta,
paralelo treinta y cuatro,
tango... amor...
más tango, más amor...
¡Buenos Aires!",Anibal TROILO,Roberto Goyeneche,,Nuestro Buenos Aires (TANGO),https://www.el-recodo.com/music?id=10065&lang=en
,,Federico Silva,,Armando Pontier,1968-12-11,,"Sigue siendo Esthercita
pero no usa más percal,
ni sueña con champagne,
ni rueda al cabaret,
ni despierta piropos de tranway.
Sigue siendo Esthercita
usando 'estrich' como percal
viniendo en subte a Santa Fe, con fe.
como si la verdad
pudiera venderse en galerías.

Y los silbidos de la barra
y aquella esquina y el bajón
ahora son bocinas,
sábanas de nylon, resbalón.
Y sueña igual, en otro tono
y no de mala, no.
Porque nació desafinada,
y qué sé yo.

Cambian los paisajes y Esthercita
es al cabo siempre igual.
Un corazón sin niña
en un cuerpo sin dueño,
un traje afuera,
la noche adentro
y más adentro aún, donde más puede
la ternura y el perdón,
sigue siendo Esthercita
y no importa el percal.",Anibal TROILO,Roberto Goyeneche,,Otra vez Esthercita (TANGO),https://www.el-recodo.com/music?id=10066&lang=en
,,Federico Silva,,Armando Pontier,1968-11-28,,"Hay un sitio y un mes y una rosa
y un perfume especial y una pena:
es octubre igual que otros años,
pero ahora es octubre y apenas
se descubre lo que es estar solo
y mirar el color primavera.

De Plaza Italia al río,
Palermo se ha estrenado
su nuevo traje verde
para olvidar el frío.

Llegan al trotecito
los últimos mateos
al aire muerto a gritos
del codo de Dorrego.
Secreto de parejas
camino al Rosedal
y el lago que refleja
promesas al pasar:
domingo, primavera,
la mancha, el tobogán,
la tarde buyanguera
y nada, nada más.

Mi soledad de octubre
no importa a los demás:
¡Palermo en primavera
no es sitio de llorar!",Anibal TROILO,Roberto Goyeneche,,Palermo en octubre (TANGO),https://www.el-recodo.com/music?id=10067&lang=en
,,Federico Silva,,Armando Pontier,1968-12-11,,"Qué lindo sería irse,
para poder volver.
Encontrarte y mirarte,
igual, igual que ayer.
Y descubrir la barra,
los pasos de la abuela,
o la primera novia que ayer
y perdí en la escuela.
La risa de la vieja,
el fútbol, los domingos,
la piba de la tienda,
la calle Santa Fe.

(recitado)
No importa ya del tiempo
que siempre es gasto a cuenta,
ni los focos,
ni el simple estirón de mi casita quieta
que igual a un barrilete,
fue a curiosear al cielo
y hoy es block de cemento,
ventana, nuevas gentes.
¡Pero qué estoy diciendo!
Si la gente es la misma
y la misma ternura,
habrá de repartirse
y alcanzará para todos.

(cantado)
Y el barrio estará
presente y misterioso,
con transistor, galena,
un piso, veinte pisos.
Tubo luz o farol,
percal o nylon.
Y no ha cambiado,
nunca podrá cambiar.
Nada podrá cambiarlo,
se llama mi barrio.
¡Qué lindo sería irse,
para poder volver!",Anibal TROILO,Roberto Goyeneche,,Para poder volver (TANGO),https://www.el-recodo.com/music?id=10068&lang=en
,,Federico Silva,,Armando Pontier,1968-12-11,,"La esquina cualquiera
la forman dos sueños en cruz,
acaso tu voz, la nostalgia,
la luz de un bichito de luz.

Después,
si se cruzan el tiempo y el sueño,
ya ves,
es más fácil vivir el recuerdo.

La esquina cualquiera,
la hicimos de fe, vos y yo,
jugando al amor, esperando,
con lluvia y con sol de los dos.

Tenía recuerdo, el aire liviano,
igual que tu traje, aquel de verano,
y hacía gorriones de cada promesa,
pintando balcones, inventando rejas.

La esquina cualquiera,
la forman dos sueños en cruz,
acaso tu voz de nostalgia,
la luz de un bichito de luz.",Anibal TROILO,Roberto Goyeneche,,La esquina cualquiera (MILONGA),https://www.el-recodo.com/music?id=10069&lang=en
,,Federico Silva,,Armando Pontier,1968-12-06,,"Una noche fue nuestra enteramente,
de sol a sol, sin prisa, sin medida.
Fue la primera y última y primera.
Una mezcla de encuentro y despedida.

Principio y fin de todo, darse cuenta,
que uno está construyendo su recuerdo.
Y no importarnos ya, que nada importa,
en las horas que van de medianoche al sueño.

¡No!
No mires el reloj
que ya no hay tiempo.
Y si te duelen las palabras,
¡cállate!
Vivamos el momento,
beso a beso,
que afuera
ya comienza a amanecer.

¡Sí!
Si el beso que te di
no tiene precio,
ya no dirás, que ningún precio te pedí.
Vivido este momento,
beso a beso,
salgamos,
que amanece ya otra vez.",Anibal TROILO,Roberto Goyeneche,,Amanece (TANGO),https://www.el-recodo.com/music?id=10070&lang=en
,,Federico Silva,,Armando Pontier,1968-11-28,,"Marielena. ¡Qué pena!
Ambicionaba tanto
las alhajas, las luces,
los trajes de color.
Que soñando, soñando,
fue tan alto y tan lejos,
tan lejos, tan rápido
y tan lejos,
que el sueño no creció.

(recitado)
Quiso pescar su estrella,
la encontró en un charquito,
resbaló al agacharse,
y se ahogaron las dos.

En Pompeya, hasta el aire,
tiene un aire de tango
y tuvo Marielena
las cosas que buscó.
Se compró un solapero,
un pisito, un afiche
y derramó el estío
y enronqueció la voz.

Marielena, la triste,
la de la historia triste,
fue del barro a la gloria
y de la sombra al sol.
Cada vez que un recuerdo,
sea sólo un recuerdo de invierno,
las frases de tu tango,
serán como un adiós.",Anibal TROILO,Roberto Goyeneche,,Apenas Marielena (TANGO),https://www.el-recodo.com/music?id=10071&lang=en
,,Federico Silva,,Armando Pontier,1968-12-04,,"Ella...
Era una minifalda.
Triste...
Igual que las vidrieras,
De liquidación.
Era...
Como en terreno a plazos,
Largo...
Loteado en las esquinas
Del amor.

Y usaba su carmín
Al por mayor,
Vendiendo la ilusión
Al por menor.
Pudo haber sido
Miembro de honor,
De la academia ‘lunfa’
Ni se enteró...

Y para hablar mejor
Se compró un diccionario,
En español...
No lo entendió.
No fue
Ni desgraciada ni feliz,
Sólo una “tanguistoria”
Simple y gris.",Anibal TROILO,Roberto Goyeneche,,Tanguistoria (TANGO),https://www.el-recodo.com/music?id=10072&lang=en
,,Federico Silva,,Armando Pontier,1968-12-11,,"Ahora es ‘Cinta Scotch’
En vez de cuatro chinches
Porque la vida pasa...
El tiempo cambia.
Pero siempre Gardel,
Sonrisa, esmoquin
Gardel y los muchachos...
Esos muchachos...
Que son de alguna forma
Iguales a la rubia,
De los textos abiertos
Y los ojos cerrados.

Se sube en la primera
Corriéndose hacia el fondo,
Y empuja cuando baja
Como toda la gente.
Las manos
Ya cansadas de apretar
La bronca...
De pedir sin que te den,
Y al fin perder las cosas
Que te importan.

Las cosas de verdad que tanto importan,
El sol sobre los ojos me hace mal,
Por eso es que me has visto lagrimear
No ves la ciudad viene y se va,
Y las veredas son de todos
Como el pan.",Anibal TROILO,Roberto Goyeneche,,Tango del colectivo (TANGO),https://www.el-recodo.com/music?id=10073&lang=en
,,,,,1957-08-07,Dir. Roberto Nievas Blanco,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba BERON,Engañera (ZAMBA),https://www.el-recodo.com/music?id=10074&lang=en
,,Víctor Soliño y Roberto Fontaina,,Juan Antonio Collazo,1957-08-07,Dir. Roberto Nievas Blanco,"Del barrio La Mondiola sos el más rana
y te llaman Garufa por lo bacán;
tenés más pretensiones que bataclana
que hubiera hecho suceso con un gotán.
Durante la semana, meta laburo,
y el sábado a la noche sos un doctor:
te encajás las polainas y el cuello duro
y te venís p'al centro de rompedor.

Garufa,
¡pucha que sos divertido!
Garufa,
ya sos un caso perdido;
tu vieja
dice que sos un bandido
porque supo que te vieron
la otra noche
en el Parque Japonés.

Caés a la milonga en cuanto empieza
y sos para las minas el vareador;
sos capaz de bailarte la Marsellesa,
la Marcha a Garibaldi y El Trovador.
Con un café con leche y una ensaimada
rematás esa noche de bacanal
y al volver a tu casa, de madrugada,
decís: 'Yo soy un rana fenomenal'.",,,Elba BERON,Garufa (TANGO),https://www.el-recodo.com/music?id=10075&lang=en
,,Eduardo Calvo,,Osvaldo Fresedo,1957-08-07,Dir. Roberto Nievas Blanco,"Soy la pebeta más rechiflada
que en el suburbio pasó la vida;
soy la percanta que fue querida
de aquel malevo que la amuró.
Soy el orgullo del barrio entero,
tengo una efe que es mi ilusión,
pues soy criolla, soy milonguera,
quiero a mi hombre de corazón.

En un bulín mistongo
del arrabal porteño,
lo conocí en un sueño,
le di mi corazón.
Supe que era malevo,
lo quise con locura,
sufrí por su ventura
con santa devoción.
Ahora, aunque me faje,
purrete arrabalero,
ya sabe que lo quiero
con toda mi ilusión,
y que soy toda suya,
que suyo es mi cariño,
que nuestro será el niño
obra del metejón.

Por ser derecha tengo un machito
arrabalero de Puente Alsina;
se juega entero por esta mina
porque la sabe de corazón.
Pero si un día llega a engañarme
como hacen otros con sus mujeres,
esta percanta que ríe y canta
llorará sangre por su traición.",,,Elba BERON,Arrabalero (TANGO),https://www.el-recodo.com/music?id=10076&lang=en
,,,,,1957-08-07,Dir. Roberto Nievas Blanco,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba BERON,La olla i locro (CHACARERA),https://www.el-recodo.com/music?id=10077&lang=en
,,Charrúa,,René Ruiz,1954-05-13,,"No te me andés empolvando
Ni pintándote el hocico,
Que no sos hija de rico
Pa´ tanto andarte arreglando.
¡Andá, lavate, te mando!
Mirá como te venís,
Si tan sólo la nariz
Te has dejao sin acomodo,
Uñas, labios, ojos, todo...
Y flaca como lumbriz.

Hasta tu clin  ha cambiado
Quién sabe con qué mistura,
Que has güelto de lo´e Ventura
De pelo alazán tostao.
Las cejas se te han raleao
Y te has teñido el cachete,
Tenés tanto colorete
Que parecés un payaso,
Con cada taco machazo
Sin trenzas y de copete.

Por andar tan presumida
Cuidándote la pollera,
Hoy se mamó la ternera
Y aúra quemás la comida.
Cuantito uno se descuida
Se te encuentra arrinconada,
Con tu herramienta platiada
Tironiándote las cejas...
¡Pero no ves las ovejas
que van pa´ la tierra arada!

Rejuntá tintas y enseres
Y echalos a la basura,
Y si riclama Ventura
Decile: “tata no quiere”.
O de no, que sólo espere
Qu´el fuego los aproveche,
Que, asigún cuenta Arbeleche,
Si vas así a la ordeñada,
¡Estraña la Colorada
y escuende toda la leche!

Y áura la trairé a Eleuteria
Pa´ que veng´a acompañarte,
Así podrás engordarte
Porque has güelto a la miseria.
Y no te me pongas seria
Que mi cariño te ampara,
Era más linda tu cara
Cuando chica y revolcada
¡T´iba a lavar la finada
para que yo te besara!",,,Elba y Rosita BERON,Tata no quiere (MILONGA),https://www.el-recodo.com/music?id=10078&lang=en
,,,,,1956-03-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Caminos de Salta (ZAMBA),https://www.el-recodo.com/music?id=10079&lang=en
,,,,,1955-06-30,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,A San Juan (CUECA),https://www.el-recodo.com/music?id=10080&lang=en
,,,,,1955-10-05,Dir. Orquesta Julio Nistal,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Chacarera del sufrido (TANGO),https://www.el-recodo.com/music?id=10081&lang=en
,,,,,1953-11-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,La monjita (VALS),https://www.el-recodo.com/music?id=10082&lang=en
,,Eugenio Majul,,Miguel Roberto Abrodos,1955-06-30,,"De lejos, por montañas y quebradas,
mojando con mis lágrimas un rezo,
temblando ante la dicha de encontrarla;
al tibio rancho he vuelto.
Las voces de un recuerdo me rondaban
me hablaban, entre sueños, de su día.
La fiebre de un anhelo me quemaba:
¡besarla y bendecirla!

¡Feliz cumpleaños, mama!
Por buena y por sencilla,
perfume de cien lilas
le traigo en mi emoción,
Que viva muchos años,
que sea muy dichosa,
que sólo lluevan rosas
sobre su buen amor.
¡Feliz cumpleaños, mama!
Sufrida y pequeñita,
canción, alero, agüita...
¡eso es su corazón!

Muy lejos, la serrana de mi vida,
le ha dado una nietita que la espera;
la viese por las noches, de rodillas,
rezando por la abuela.
Qué linda está la mesa que ha tendido
y el fino mantelito de hilo blanco.
La vieja canastilla con los lirios...
¡sus canas y sus manos!",,,Elba y Rosita BERON,Feliz cumpleaños mamá (VALS),https://www.el-recodo.com/music?id=10083&lang=en
,,,,,1956-12-03,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Luna lunita (CANCION),https://www.el-recodo.com/music?id=10084&lang=en
,,,,,1956-12-03,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Baioncito Chacarero (BAION),https://www.el-recodo.com/music?id=10085&lang=en
,,,,,1955-06-03,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Mi lazo (ZAMBA),https://www.el-recodo.com/music?id=10086&lang=en
,,,,,1954-11-16,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Como higo e tuna (MILONGA),https://www.el-recodo.com/music?id=10087&lang=en
,,,,,1955-10-05,Dir. Orquesta Julio Nistal,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Glorias norteñas (ZAMBA),https://www.el-recodo.com/music?id=10088&lang=en
,,,,,1955-06-03,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Cueca pa Doña Pepa (TANGO),https://www.el-recodo.com/music?id=10089&lang=en
,,,,,1954-05-13,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Mi pachamama (CANCION),https://www.el-recodo.com/music?id=10090&lang=en
,,,,,1956-03-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Como el coyuyo (TONADA),https://www.el-recodo.com/music?id=10091&lang=en
,,,,,1953-08-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Zamba de mi pago (TANGO),https://www.el-recodo.com/music?id=10092&lang=en
,,,,,1956-03-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Porteños y provincianos (CHACARERA),https://www.el-recodo.com/music?id=10093&lang=en
,,,,,1953-04-06,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Las dos puntas (CUECA),https://www.el-recodo.com/music?id=10094&lang=en
,,,,,1954-09-21,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,La cuarentona (2) (MILONGA),https://www.el-recodo.com/music?id=10095&lang=en
,,,,,1953-08-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Marcado esta mi destino (MILONGA),https://www.el-recodo.com/music?id=10096&lang=en
,,,,,1954-08-02,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Tu olvido (2) (ZAMBA),https://www.el-recodo.com/music?id=10097&lang=en
,,,,,1954-08-02,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,El templandito (TONADA),https://www.el-recodo.com/music?id=10098&lang=en
,,,,,1956-12-03,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Cueca pa Don Jose (TANGO),https://www.el-recodo.com/music?id=10099&lang=en
,,,,,1954-11-30,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,El arriero va (CANCION),https://www.el-recodo.com/music?id=10100&lang=en
,,,,,1956-03-26,,"EL RECODO TANGO
			Design Web: Gregory DIAZ",,,Elba y Rosita BERON,Linda mi mama (CHACARERA),https://www.el-recodo.com/music?id=10101&lang=en
